日期,收入金额,客户类型,收入渠道,业务标签
2025-01-27,5893.01,合作伙伴,支付宝,广告收入
2025-01-27,8965.39,新客户,微信,销售收入
2025-01-27,5872.09,新客户,微信,广告收入
2025-01-27,3224.47,合作伙伴,支付宝,广告收入
2025-01-27,11159.42,新客户,银行转账,销售收入
2025-01-28,5508.96,合作伙伴,支付宝,广告收入
2025-01-28,738.84,合作伙伴,支付宝,服务费
2025-01-28,9478.54,合作伙伴,支付宝,广告收入
2025-01-28,7099.92,老客户,POS机,广告收入
2025-01-28,9310.51,老客户,支付宝,广告收入
2025-01-29,7770.73,新客户,微信,广告收入
2025-01-29,5780.58,老客户,银行转账,服务费
2025-01-29,6124.1,合作伙伴,POS机,服务费
2025-01-29,4884.34,新客户,POS机,服务费
2025-01-29,8727.24,合作伙伴,支付宝,广告收入
2025-01-29,3011.17,新客户,POS机,平台分成
2025-01-29,9031.58,老客户,微信,销售收入
2025-01-29,6494.0,老客户,POS机,平台分成
2025-01-30,8212.81,老客户,支付宝,广告收入
2025-01-30,11987.38,老客户,支付宝,销售收入
2025-01-30,9947.57,合作伙伴,微信,服务费
2025-01-30,5223.94,合作伙伴,微信,广告收入
2025-01-30,6855.92,新客户,支付宝,平台分成
2025-01-30,8464.22,老客户,微信,平台分成
2025-01-30,7652.37,合作伙伴,微信,平台分成
2025-01-30,11012.74,老客户,支付宝,广告收入
2025-01-30,11016.52,老客户,POS机,服务费
2025-01-30,4182.08,合作伙伴,支付宝,服务费
2025-01-31,10272.99,老客户,POS机,销售收入
2025-01-31,6001.79,新客户,微信,广告收入
2025-01-31,7439.04,新客户,POS机,销售收入
2025-01-31,10552.75,老客户,POS机,广告收入
2025-01-31,8110.9,新客户,POS机,服务费
2025-02-01,3635.73,新客户,支付宝,广告收入
2025-02-01,5266.28,合作伙伴,银行转账,销售收入
2025-02-01,9245.47,老客户,银行转账,销售收入
2025-02-01,6251.29,合作伙伴,POS机,广告收入
2025-02-01,9771.4,老客户,支付宝,广告收入
2025-02-01,10850.78,新客户,支付宝,销售收入
2025-02-01,14247.17,老客户,POS机,服务费
2025-02-01,8326.29,合作伙伴,支付宝,销售收入
2025-02-01,3728.7,老客户,POS机,平台分成
2025-02-01,6872.09,合作伙伴,微信,销售收入
2025-02-02,12368.44,老客户,支付宝,销售收入
2025-02-02,8862.88,老客户,支付宝,服务费
2025-02-02,5875.65,合作伙伴,银行转账,广告收入
2025-02-02,6492.59,老客户,支付宝,平台分成
2025-02-02,8794.77,老客户,POS机,服务费
2025-02-02,8768.51,新客户,银行转账,销售收入
2025-02-02,5938.47,新客户,POS机,平台分成
2025-02-02,6469.86,老客户,支付宝,平台分成
2025-02-02,9891.3,新客户,银行转账,平台分成
2025-02-03,8990.5,合作伙伴,支付宝,服务费
2025-02-03,3479.11,老客户,POS机,广告收入
2025-02-03,2070.85,新客户,微信,广告收入
2025-02-03,13105.17,新客户,POS机,广告收入
2025-02-03,9063.99,老客户,微信,平台分成
2025-02-03,10770.11,合作伙伴,银行转账,平台分成
2025-02-03,6481.32,合作伙伴,银行转账,平台分成
2025-02-04,6989.1,老客户,微信,销售收入
2025-02-04,9287.21,合作伙伴,微信,销售收入
2025-02-04,10049.81,新客户,POS机,平台分成
2025-02-04,4507.12,老客户,POS机,广告收入
2025-02-04,11055.16,新客户,POS机,服务费
2025-02-04,3651.5,合作伙伴,支付宝,服务费
2025-02-04,5368.8,合作伙伴,微信,平台分成
2025-02-04,8098.36,合作伙伴,微信,服务费
2025-02-04,10622.62,新客户,微信,销售收入
2025-02-05,6646.23,老客户,微信,平台分成
2025-02-05,7820.88,新客户,支付宝,服务费
2025-02-05,8672.41,老客户,支付宝,销售收入
2025-02-05,8609.93,老客户,微信,平台分成
2025-02-05,8655.17,合作伙伴,银行转账,平台分成
2025-02-05,3126.1,新客户,POS机,广告收入
2025-02-05,2522.31,新客户,银行转账,销售收入
2025-02-06,7162.25,合作伙伴,支付宝,服务费
2025-02-06,7583.81,合作伙伴,微信,服务费
2025-02-06,6825.51,新客户,银行转账,广告收入
2025-02-06,3547.1,老客户,银行转账,平台分成
2025-02-06,2423.83,老客户,微信,平台分成
2025-02-06,6834.24,新客户,支付宝,广告收入
2025-02-07,4217.61,合作伙伴,银行转账,服务费
2025-02-07,5006.51,合作伙伴,支付宝,销售收入
2025-02-07,5976.68,老客户,POS机,平台分成
2025-02-07,3158.12,新客户,POS机,广告收入
2025-02-07,6096.61,老客户,支付宝,平台分成
2025-02-08,9602.26,老客户,银行转账,销售收入
2025-02-08,8985.99,合作伙伴,支付宝,广告收入
2025-02-08,5586.45,老客户,支付宝,广告收入
2025-02-08,7334.67,新客户,支付宝,销售收入
2025-02-08,3548.86,新客户,微信,平台分成
2025-02-08,8852.6,合作伙伴,银行转账,销售收入
2025-02-08,10971.49,新客户,微信,销售收入
2025-02-08,12623.41,合作伙伴,支付宝,平台分成
2025-02-08,5826.87,老客户,支付宝,销售收入
2025-02-09,7142.59,合作伙伴,银行转账,销售收入
2025-02-09,8062.17,老客户,银行转账,销售收入
2025-02-09,5953.09,老客户,微信,销售收入
2025-02-09,10722.52,老客户,支付宝,平台分成
2025-02-09,6253.03,老客户,微信,服务费
2025-02-10,9594.3,新客户,POS机,销售收入
2025-02-10,9124.75,合作伙伴,银行转账,销售收入
2025-02-10,9577.44,合作伙伴,微信,服务费
2025-02-10,6416.26,新客户,支付宝,平台分成
2025-02-10,7146.68,合作伙伴,支付宝,服务费
2025-02-10,7971.12,合作伙伴,POS机,销售收入
2025-02-10,9130.13,新客户,微信,平台分成
2025-02-10,7294.53,新客户,微信,广告收入
2025-02-10,10203.96,合作伙伴,银行转账,销售收入
2025-02-10,7964.7,合作伙伴,支付宝,平台分成
2025-02-11,5603.05,合作伙伴,微信,广告收入
2025-02-11,4618.73,合作伙伴,微信,服务费
2025-02-11,9242.89,合作伙伴,银行转账,平台分成
2025-02-11,7264.24,合作伙伴,银行转账,广告收入
2025-02-11,8618.28,新客户,银行转账,销售收入
2025-02-11,4251.02,合作伙伴,POS机,服务费
2025-02-12,7555.21,新客户,银行转账,服务费
2025-02-12,5717.97,老客户,微信,服务费
2025-02-12,5141.1,新客户,银行转账,平台分成
2025-02-12,9354.11,新客户,支付宝,平台分成
2025-02-12,12932.03,合作伙伴,POS机,广告收入
2025-02-12,9037.94,新客户,微信,平台分成
2025-02-12,7348.08,合作伙伴,POS机,广告收入
2025-02-12,4903.59,合作伙伴,银行转账,平台分成
2025-02-12,5371.12,老客户,POS机,平台分成
2025-02-12,6685.87,新客户,微信,广告收入
2025-02-13,5272.76,老客户,POS机,广告收入
2025-02-13,9985.75,合作伙伴,银行转账,广告收入
2025-02-13,7452.83,新客户,POS机,广告收入
2025-02-13,9915.61,合作伙伴,支付宝,服务费
2025-02-13,10672.86,老客户,支付宝,广告收入
2025-02-13,6066.41,新客户,银行转账,销售收入
2025-02-14,5784.06,老客户,POS机,销售收入
2025-02-14,10128.69,新客户,支付宝,销售收入
2025-02-14,11482.95,老客户,微信,服务费
2025-02-14,10098.37,新客户,支付宝,广告收入
2025-02-14,11624.63,新客户,银行转账,服务费
2025-02-14,4434.69,合作伙伴,微信,平台分成
2025-02-15,12072.35,老客户,POS机,销售收入
2025-02-15,3980.26,老客户,支付宝,平台分成
2025-02-15,9979.65,新客户,银行转账,平台分成
2025-02-15,6573.4,合作伙伴,银行转账,平台分成
2025-02-15,5220.4,老客户,POS机,服务费
2025-02-15,9889.17,老客户,银行转账,销售收入
2025-02-15,6733.49,老客户,支付宝,服务费
2025-02-16,5876.68,老客户,微信,销售收入
2025-02-16,6975.79,老客户,支付宝,广告收入
2025-02-16,7398.4,新客户,支付宝,广告收入
2025-02-16,6584.01,老客户,银行转账,销售收入
2025-02-16,10079.04,合作伙伴,POS机,服务费
2025-02-16,6290.76,老客户,银行转账,销售收入
2025-02-16,9910.75,老客户,支付宝,服务费
2025-02-16,8417.77,新客户,微信,平台分成
2025-02-16,8095.99,老客户,银行转账,广告收入
2025-02-17,3767.29,老客户,微信,销售收入
2025-02-17,9739.34,新客户,支付宝,平台分成
2025-02-17,9054.45,新客户,支付宝,服务费
2025-02-17,11275.48,合作伙伴,支付宝,广告收入
2025-02-17,7245.99,老客户,POS机,销售收入
2025-02-17,8202.86,老客户,微信,平台分成
2025-02-17,5431.01,老客户,支付宝,销售收入
2025-02-17,6785.26,新客户,微信,广告收入
2025-02-17,11604.86,合作伙伴,POS机,广告收入
2025-02-17,6719.06,老客户,微信,广告收入
2025-02-18,4455.39,合作伙伴,银行转账,服务费
2025-02-18,8296.84,新客户,银行转账,广告收入
2025-02-18,7092.4,合作伙伴,POS机,广告收入
2025-02-18,9486.3,新客户,支付宝,平台分成
2025-02-18,10740.17,新客户,支付宝,平台分成
2025-02-18,9063.3,新客户,微信,服务费
2025-02-18,6506.19,老客户,微信,平台分成
2025-02-18,12870.61,老客户,银行转账,平台分成
2025-02-18,2956.65,老客户,支付宝,销售收入
2025-02-18,919.19,老客户,支付宝,平台分成
2025-02-19,9985.64,合作伙伴,银行转账,平台分成
2025-02-19,11667.06,老客户,银行转账,平台分成
2025-02-19,7649.51,合作伙伴,支付宝,服务费
2025-02-19,11159.4,老客户,微信,平台分成
2025-02-19,7745.34,老客户,POS机,销售收入
2025-02-19,10334.37,新客户,银行转账,销售收入
2025-02-19,6583.82,合作伙伴,银行转账,服务费
2025-02-19,5718.34,新客户,支付宝,销售收入
2025-02-19,7263.02,合作伙伴,支付宝,平台分成
2025-02-19,5658.27,新客户,微信,广告收入
2025-02-20,3572.01,新客户,POS机,广告收入
2025-02-20,6395.07,新客户,微信,平台分成
2025-02-20,9170.61,合作伙伴,POS机,销售收入
2025-02-20,7949.56,新客户,支付宝,销售收入
2025-02-20,5064.81,合作伙伴,POS机,平台分成
2025-02-20,6028.32,合作伙伴,POS机,广告收入
2025-02-20,9117.23,老客户,POS机,广告收入
2025-02-21,8971.44,老客户,微信,销售收入
2025-02-21,7793.21,合作伙伴,支付宝,平台分成
2025-02-21,8607.73,合作伙伴,支付宝,广告收入
2025-02-21,8732.23,老客户,支付宝,服务费
2025-02-21,7859.64,新客户,银行转账,销售收入
2025-02-21,4259.96,老客户,银行转账,广告收入
2025-02-21,10398.6,新客户,银行转账,销售收入
2025-02-21,9443.41,合作伙伴,支付宝,服务费
2025-02-22,7678.35,新客户,POS机,销售收入
2025-02-22,6479.12,合作伙伴,支付宝,平台分成
2025-02-22,9481.33,新客户,银行转账,销售收入
2025-02-22,8316.03,合作伙伴,银行转账,平台分成
2025-02-22,5055.97,新客户,支付宝,广告收入
2025-02-22,9807.07,新客户,微信,销售收入
2025-02-22,8279.5,新客户,支付宝,服务费
2025-02-22,2917.5,新客户,微信,平台分成
2025-02-23,13280.87,新客户,支付宝,平台分成
2025-02-23,6191.64,新客户,银行转账,广告收入
2025-02-23,9656.95,新客户,银行转账,广告收入
2025-02-23,7103.87,新客户,POS机,销售收入
2025-02-23,9124.02,合作伙伴,微信,服务费
2025-02-23,9186.58,新客户,微信,销售收入
2025-02-23,11667.91,老客户,微信,广告收入
2025-02-23,9540.56,老客户,银行转账,销售收入
2025-02-24,8433.72,老客户,POS机,服务费
2025-02-24,10759.83,新客户,微信,平台分成
2025-02-24,7359.3,老客户,POS机,服务费
2025-02-24,7749.07,老客户,POS机,广告收入
2025-02-24,5988.04,老客户,POS机,销售收入
2025-02-24,6522.78,老客户,银行转账,服务费
2025-02-25,8720.57,老客户,支付宝,销售收入
2025-02-25,4730.99,合作伙伴,银行转账,服务费
2025-02-25,3426.11,老客户,微信,平台分成
2025-02-25,10885.87,新客户,微信,销售收入
2025-02-25,7618.14,新客户,银行转账,销售收入
2025-02-26,4562.34,老客户,银行转账,广告收入
2025-02-26,4629.51,合作伙伴,银行转账,服务费
2025-02-26,5261.82,新客户,支付宝,广告收入
2025-02-26,300.0,老客户,POS机,销售收入
2025-02-26,7746.69,合作伙伴,银行转账,广告收入
2025-02-27,2768.67,新客户,微信,平台分成
2025-02-27,6166.83,新客户,支付宝,广告收入
2025-02-27,7226.25,老客户,微信,销售收入
2025-02-27,3270.24,合作伙伴,POS机,服务费
2025-02-27,7035.79,老客户,微信,服务费
2025-02-27,2874.11,新客户,银行转账,平台分成
2025-02-27,9847.95,新客户,微信,服务费
2025-02-27,7343.13,新客户,POS机,平台分成
2025-02-27,4010.27,新客户,银行转账,销售收入
2025-02-27,7836.26,新客户,微信,广告收入
2025-02-28,3991.64,老客户,银行转账,销售收入
2025-02-28,7112.2,合作伙伴,支付宝,平台分成
2025-02-28,9037.06,老客户,微信,广告收入
2025-02-28,9569.02,新客户,支付宝,平台分成
2025-02-28,7301.23,老客户,POS机,服务费
2025-03-01,11933.53,老客户,微信,平台分成
2025-03-01,9395.34,新客户,支付宝,平台分成
2025-03-01,380.56,老客户,POS机,平台分成
2025-03-01,6940.41,合作伙伴,支付宝,平台分成
2025-03-01,8126.34,合作伙伴,微信,服务费
2025-03-01,11724.51,合作伙伴,微信,广告收入
2025-03-01,11377.13,合作伙伴,支付宝,平台分成
2025-03-01,6365.8,老客户,POS机,服务费
2025-03-01,7503.79,老客户,支付宝,广告收入
2025-03-02,5795.26,合作伙伴,支付宝,广告收入
2025-03-02,8957.0,新客户,POS机,广告收入
2025-03-02,7942.95,老客户,银行转账,广告收入
2025-03-02,9297.66,新客户,微信,广告收入
2025-03-02,5556.31,合作伙伴,支付宝,广告收入
2025-03-02,9624.56,合作伙伴,微信,服务费
2025-03-02,6034.84,新客户,支付宝,服务费
2025-03-03,5383.66,新客户,银行转账,服务费
2025-03-03,5927.71,老客户,POS机,服务费
2025-03-03,8477.29,新客户,银行转账,平台分成
2025-03-03,7909.17,新客户,支付宝,服务费
2025-03-03,6664.4,合作伙伴,微信,平台分成
2025-03-03,8377.28,老客户,支付宝,平台分成
2025-03-03,4888.64,老客户,银行转账,平台分成
2025-03-03,8582.17,合作伙伴,微信,销售收入
2025-03-04,5505.9,老客户,支付宝,销售收入
2025-03-04,7994.3,老客户,POS机,平台分成
2025-03-04,6138.6,新客户,支付宝,服务费
2025-03-04,6964.07,老客户,POS机,平台分成
2025-03-04,5611.28,新客户,支付宝,广告收入
2025-03-05,8923.33,合作伙伴,POS机,广告收入
2025-03-05,8133.85,合作伙伴,支付宝,服务费
2025-03-05,10429.02,老客户,银行转账,服务费
2025-03-05,3036.01,老客户,POS机,平台分成
2025-03-05,7561.07,新客户,银行转账,服务费
2025-03-05,7252.49,合作伙伴,POS机,广告收入
2025-03-05,6727.08,老客户,微信,销售收入
2025-03-05,6485.44,合作伙伴,POS机,平台分成
2025-03-06,11070.57,老客户,微信,销售收入
2025-03-06,6704.37,老客户,微信,服务费
2025-03-06,11313.19,合作伙伴,银行转账,服务费
2025-03-06,6946.31,合作伙伴,POS机,服务费
2025-03-06,5172.39,合作伙伴,POS机,服务费
2025-03-06,12159.33,合作伙伴,POS机,平台分成
2025-03-06,8763.11,新客户,银行转账,平台分成
2025-03-06,10389.84,合作伙伴,微信,服务费
2025-03-07,8346.63,合作伙伴,微信,广告收入
2025-03-07,11836.21,老客户,微信,销售收入
2025-03-07,10805.94,老客户,POS机,广告收入
2025-03-07,7540.33,老客户,银行转账,广告收入
2025-03-07,8470.58,老客户,POS机,服务费
2025-03-07,10456.71,老客户,支付宝,销售收入
2025-03-08,4499.82,新客户,银行转账,平台分成
2025-03-08,12370.34,老客户,银行转账,服务费
2025-03-08,10600.15,合作伙伴,银行转账,平台分成
2025-03-08,9222.32,合作伙伴,微信,销售收入
2025-03-08,6859.24,新客户,微信,平台分成
2025-03-08,10646.95,新客户,支付宝,平台分成
2025-03-09,8495.33,合作伙伴,银行转账,广告收入
2025-03-09,10525.41,老客户,支付宝,平台分成
2025-03-09,4973.29,合作伙伴,支付宝,服务费
2025-03-09,6182.63,老客户,银行转账,平台分成
2025-03-09,926.38,老客户,POS机,销售收入
2025-03-09,4319.91,合作伙伴,POS机,服务费
2025-03-10,4565.41,合作伙伴,银行转账,平台分成
2025-03-10,5005.08,新客户,银行转账,服务费
2025-03-10,10217.7,新客户,银行转账,销售收入
2025-03-10,12644.82,老客户,支付宝,服务费
2025-03-10,10427.01,新客户,微信,销售收入
2025-03-11,7665.99,老客户,POS机,销售收入
2025-03-11,6081.76,新客户,银行转账,广告收入
2025-03-11,9950.2,新客户,银行转账,销售收入
2025-03-11,8958.59,老客户,微信,平台分成
2025-03-11,6652.91,合作伙伴,支付宝,服务费
2025-03-12,4005.51,老客户,POS机,服务费
2025-03-12,8722.53,新客户,微信,服务费
2025-03-12,9754.89,老客户,微信,广告收入
2025-03-12,9226.66,老客户,微信,销售收入
2025-03-12,9153.17,新客户,微信,平台分成
2025-03-13,7280.99,新客户,支付宝,销售收入
2025-03-13,11727.34,新客户,支付宝,销售收入
2025-03-13,6814.55,新客户,POS机,平台分成
2025-03-13,8473.01,合作伙伴,银行转账,销售收入
2025-03-13,9970.86,合作伙伴,微信,服务费
2025-03-13,6407.3,新客户,微信,服务费
2025-03-13,8512.67,老客户,微信,广告收入
2025-03-13,9846.99,新客户,银行转账,广告收入
2025-03-13,9827.5,老客户,POS机,广告收入
2025-03-14,9346.09,新客户,银行转账,服务费
2025-03-14,10607.65,合作伙伴,微信,广告收入
2025-03-14,11406.0,合作伙伴,支付宝,平台分成
2025-03-14,5815.51,老客户,支付宝,平台分成
2025-03-14,10406.7,新客户,POS机,服务费
2025-03-14,10070.15,老客户,支付宝,平台分成
2025-03-14,10677.7,合作伙伴,微信,服务费
2025-03-14,9072.95,老客户,微信,销售收入
2025-03-14,10079.09,新客户,支付宝,服务费
2025-03-14,7185.67,老客户,支付宝,销售收入
2025-03-15,9851.36,老客户,银行转账,广告收入
2025-03-15,10349.95,合作伙伴,银行转账,销售收入
2025-03-15,7026.14,老客户,微信,服务费
2025-03-15,9859.13,合作伙伴,支付宝,服务费
2025-03-15,7487.81,老客户,支付宝,服务费
2025-03-15,6267.84,老客户,支付宝,销售收入
2025-03-15,7863.85,新客户,支付宝,平台分成
2025-03-15,11257.66,老客户,支付宝,服务费
2025-03-15,6708.48,合作伙伴,支付宝,广告收入
2025-03-16,8103.22,老客户,POS机,广告收入
2025-03-16,10592.9,新客户,POS机,广告收入
2025-03-16,3666.33,合作伙伴,POS机,服务费
2025-03-16,8553.73,老客户,微信,广告收入
2025-03-16,5232.77,老客户,微信,服务费
2025-03-16,12906.99,老客户,支付宝,广告收入
2025-03-17,3448.1,合作伙伴,支付宝,平台分成
2025-03-17,6235.57,新客户,银行转账,广告收入
2025-03-17,9844.28,老客户,银行转账,销售收入
2025-03-17,5315.21,老客户,微信,广告收入
2025-03-17,6082.84,新客户,微信,服务费
2025-03-17,8170.18,合作伙伴,微信,服务费
2025-03-18,11512.93,老客户,银行转账,广告收入
2025-03-18,7396.64,新客户,支付宝,销售收入
2025-03-18,8188.54,合作伙伴,银行转账,广告收入
2025-03-18,5437.68,新客户,支付宝,广告收入
2025-03-18,8996.24,老客户,POS机,服务费
2025-03-18,7800.54,合作伙伴,POS机,广告收入
2025-03-19,7310.9,老客户,微信,广告收入
2025-03-19,7646.02,新客户,银行转账,服务费
2025-03-19,10398.39,新客户,微信,广告收入
2025-03-19,7654.94,老客户,微信,销售收入
2025-03-19,8254.88,老客户,微信,服务费
2025-03-20,9095.76,合作伙伴,银行转账,广告收入
2025-03-20,9215.1,合作伙伴,银行转账,广告收入
2025-03-20,3653.93,新客户,支付宝,广告收入
2025-03-20,8883.56,合作伙伴,支付宝,广告收入
2025-03-20,7307.16,新客户,微信,服务费
2025-03-20,11370.97,合作伙伴,微信,销售收入
2025-03-20,9780.08,老客户,微信,广告收入
2025-03-21,9580.3,合作伙伴,POS机,销售收入
2025-03-21,6443.13,新客户,银行转账,销售收入
2025-03-21,10584.7,新客户,支付宝,平台分成
2025-03-21,6981.35,老客户,微信,销售收入
2025-03-21,7997.62,合作伙伴,微信,平台分成
2025-03-21,10768.64,老客户,微信,平台分成
2025-03-21,7901.91,新客户,银行转账,广告收入
2025-03-21,3613.03,合作伙伴,银行转账,平台分成
2025-03-22,10146.21,新客户,银行转账,销售收入
2025-03-22,10089.02,新客户,POS机,服务费
2025-03-22,9099.56,新客户,支付宝,服务费
2025-03-22,3623.98,老客户,银行转账,销售收入
2025-03-22,12226.0,合作伙伴,支付宝,平台分成
2025-03-22,11669.1,老客户,银行转账,服务费
2025-03-23,2848.89,老客户,银行转账,广告收入
2025-03-23,10727.42,新客户,微信,平台分成
2025-03-23,9106.24,老客户,支付宝,服务费
2025-03-23,5327.18,新客户,POS机,服务费
2025-03-23,8014.35,新客户,微信,平台分成
2025-03-23,10006.95,老客户,微信,服务费
2025-03-23,789.61,合作伙伴,银行转账,销售收入
2025-03-23,8210.5,新客户,银行转账,平台分成
2025-03-23,6152.27,合作伙伴,支付宝,广告收入
2025-03-24,4785.11,新客户,微信,平台分成
2025-03-24,9967.85,新客户,POS机,广告收入
2025-03-24,7472.4,新客户,银行转账,销售收入
2025-03-24,3727.09,新客户,微信,销售收入
2025-03-24,11074.39,老客户,支付宝,平台分成
2025-03-24,8267.92,合作伙伴,POS机,广告收入
2025-03-24,5303.72,合作伙伴,微信,平台分成
2025-03-25,8727.41,新客户,POS机,销售收入
2025-03-25,6732.48,老客户,微信,服务费
2025-03-25,6564.04,老客户,银行转账,平台分成
2025-03-25,8837.1,老客户,微信,销售收入
2025-03-25,6927.88,老客户,POS机,广告收入
2025-03-26,9039.59,老客户,支付宝,广告收入
2025-03-26,11235.46,新客户,微信,销售收入
2025-03-26,7369.9,新客户,支付宝,平台分成
2025-03-26,7808.89,合作伙伴,微信,销售收入
2025-03-26,6111.54,老客户,银行转账,服务费
2025-03-26,5258.11,合作伙伴,微信,平台分成
2025-03-26,9782.82,合作伙伴,微信,广告收入
2025-03-26,10193.38,老客户,支付宝,广告收入
2025-03-27,7508.05,老客户,支付宝,广告收入
2025-03-27,7301.0,老客户,银行转账,服务费
2025-03-27,4594.05,老客户,POS机,广告收入
2025-03-27,5955.79,新客户,支付宝,广告收入
2025-03-27,5165.42,老客户,银行转账,服务费
2025-03-28,6892.37,合作伙伴,银行转账,销售收入
2025-03-28,11051.12,合作伙伴,POS机,服务费
2025-03-28,6353.98,老客户,支付宝,销售收入
2025-03-28,9156.13,老客户,POS机,服务费
2025-03-28,4660.34,老客户,支付宝,服务费
2025-03-29,9810.34,新客户,支付宝,销售收入
2025-03-29,15102.22,合作伙伴,支付宝,平台分成
2025-03-29,12084.25,新客户,POS机,广告收入
2025-03-29,9512.92,老客户,支付宝,服务费
2025-03-29,6521.18,老客户,微信,平台分成
2025-03-29,7626.79,合作伙伴,支付宝,销售收入
2025-03-29,3445.2,新客户,POS机,平台分成
2025-03-29,4203.49,合作伙伴,POS机,广告收入
2025-03-29,5717.64,合作伙伴,POS机,销售收入
2025-03-29,10727.87,新客户,银行转账,服务费
2025-03-30,7273.16,新客户,微信,服务费
